Município;Qtd_aprovada;Valor_aprovado;Qtd_apresentada;Valor_apresentado;Qtd_Recusa_Pgto;Perda_Repasse
292470 Piripá;9318;6017,7;9600;7809,75;282;1792,05
292480 Piritiba;5062;26790,31;7376;39401,26;2314;12610,95
292490 Planaltino;299;2193,3;1217;8400,6;918;6207,3
292500 Planalto;4056;22062,86;5485;27819,29;1429;5756,43
292510 Poções;16417;99184,8;24519;134739,18;8102;35554,38
292525 Ponto Novo;3007;17880,01;4791;28700,48;1784;10820,47
292530 Porto Seguro;142072;810937,64;149242;830901,67;7170;19964,03
292540 Potiraguá;386;2548,5;442;2950,65;56;402,15
292560 Presidente Dutra;1156;5351,74;2008;7223,57;852;1871,83
292575 Presidente Tancredo Neves;6885;30271,82;14610;90950,89;7725;60679,07
292593 Quixabeira;3265;2185,35;3757;6394,35;492;4209
292595 Rafael Jambeiro;12063;31507,87;12675;35718,17;612;4210,3
292600 Remanso;11666;28184,67;17784;57823,74;6118;29639,07
292610 Retirolândia;3942;23235,11;7735;42191,08;3793;18955,97
292620 Riachão das Neves;1706;13081,19;3324;24472,71;1618;11391,52
292630 Riachão do Jacuípe;9871;115086,31;11094;123860,49;1223;8774,18
292640 Riacho de Santana;7407;45550,82;10435;66954,99;3028;21404,17
292650 Ribeira do Amparo;3560;3651,3;3761;4646,25;201;994,95
292660 Ribeira do Pombal;15270;540558,89;20075;578400,59;4805;37841,7
292665 Ribeirão do Largo;1746;8463,06;2580;13848,06;834;5385
292670 Rio de Contas;1219;661,08;1485;1265,49;266;604,41
292680 Rio do Antônio;526;3717,6;595;4427,55;69;709,95
292690 Rio do Pires;4718;30151,22;7972;52836,36;3254;22685,14
292700 Rio Real;21031;72153;21497;75016,38;466;2863,38
292710 Rodelas;107;-;107;-;0;0
292720 Ruy Barbosa;14210;89261,66;16158;100390,01;1948;11128,35
292730 Salinas da Margarida;2437;5942,87;4506;13859,77;2069;7916,9
292740 Salvador;6227831;42100202,9;6312151;42374826,64;84320;274623,74
292750 Santa Bárbara;1049;2894,3;1566;5495,35;517;2601,05
292760 Santa Brígida;594;2287,09;596;2307,09;2;20
292780 Santa Cruz da Vitória;4761;1386,9;5515;5533,2;754;4146,3
292790 Santa Inês;1705;10989,7;1857;11924,9;152;935,2
292805 Santa Luzia;524;3298,8;535;3353,25;11;54,45
292840 Santa Rita de Cássia;34601;109673,44;37300;126247,25;2699;16573,81
292850 Santa Teresinha;3296;9939,31;644712;8003662,24;641416;7993722,93
292800 Santaluz;36652;201809,59;36743;202119,95;91;310,36
292820 Santana;8166;47752,99;10768;61368,73;2602;13615,74
292830 Santanópolis;2139;8512,39;22630;116162,98;20491;107650,59
292870 Santo Antônio de Jesus;66092;1022851,62;66128;1022989,52;36;137,9
292890 São Desidério;19752;113260,51;19768;113420,51;16;160
292895 São Domingos;5123;24497;5591;28457,5;468;3960,5
292910 São Felipe;119;-;119;-;0;0
292900 São Félix;20967;191467,05;21723;195286,05;756;3819
292925 São Gabriel;4314;25918,79;9323;69053,02;5009;43134,23
292930 São Gonçalo dos Campos;8325;48750,54;11768;71284,51;3443;22533,97
292935 São José da Vitória;70;507,75;444;3477;374;2969,25
292937 São José do Jacuípe;16;-;16;-;0;0
292940 São Miguel das Matas;179;1468,65;499;5088,6;320;3619,95
292980 Saúde;1530;6340,65;1705;7591,37;175;1250,72
292990 Seabra;17661;131058,22;40872;484234,84;23211;353176,62
293010 Senhor do Bonfim;32685;699580,02;33613;699580,02;928;0
293020 Sento Sé;6407;54735,53;10859;68220,54;4452;13485,01
293015 Serra do Ramalho;5869;27804,85;5948;28261,8;79;456,95
293030 Serra Dourada;8025;31042,74;10942;43657,26;2917;12614,52
293040 Serra Preta;10806;14395,08;11936;24185,53;1130;9790,45
293050 Serrinha;26657;660420,73;28061;671662,75;1404;11242,02
293060 Serrolândia;6426;18529,79;7482;26814,25;1056;8284,46
293070 Simões Filho;78539;431822,34;110550;597181,15;32011;165358,81
293075 Sítio do Mato;330;1633,5;330;1633,5;0;0
293076 Sítio do Quinto;602;3821,4;1584;15460,8;982;11639,4
293077 Sobradinho;27000;436,03;31295;3129,04;4295;2693,01
293080 Souto Soares;3338;18523,49;5639;29383,33;2301;10859,84
293090 Tabocas do Brejo Velho;8388;5903,34;9786;14769,98;1398;8866,64
293100 Tanhaçu;8970;35535,68;19178;77195,5;10208;41659,82
293105 Tanque Novo;11373;46611,9;20282;95050,12;8909;48438,22
293110 Tanquinho;1582;6591,35;1922;8440,33;340;1848,98
293120 Taperoá;1440;5796,23;3048;11628,29;1608;5832,06
293130 Tapiramutá;1261;9206,29;2544;19552,76;1283;10346,47
293135 Teixeira de Freitas;51851;391052,2;52841;399619,31;990;8567,11
293150 Teofilândia;14488;6438,9;14488;6438,9;0;0
293160 Teolândia;971;8748,74;1440;13228,49;469;4479,75
293170 Terra Nova;610;4586,63;1049;7210,25;439;2623,62
293180 Tremedal;10776;30792,91;14380;62904,91;3604;32112
293200 Uauá;5114;26165,76;6264;32847,44;1150;6681,68
293210 Ubaíra;17202;34387,54;18387;41869,94;1185;7482,4
293220 Ubaitaba;15858;123919,43;17475;134372,85;1617;10453,42
293230 Ubatã;8410;27093,4;8518;27508,81;108;415,41
293240 Uibaí;7131;30282,92;10344;61163,25;3213;30880,33
293245 Umburanas;3411;1716,82;3561;2090,6;150;373,78
293250 Una;13733;64707,16;15930;78473,99;2197;13766,83
293270 Uruçuca;22328;22465,23;23504;28920,53;1176;6455,3
293280 Utinga;4512;20128,3;8675;44264,96;4163;24136,66
293290 Valença;87530;1156399,08;94421;1204493,43;6891;48094,35
293300 Valente;7565;74249,65;9594;92874,98;2029;18625,33
293305 Várzea da Roça;238;1771,5;312;2393,1;74;621,6
293310 Várzea do Poço;1975;12685,46;2055;12978,66;80;293,2
293315 Várzea Nova;2251;13368,13;2252;13380,59;1;12,46
293325 Vereda;1536;4793,59;1659;5659,96;123;866,37
293330 Vitória da Conquista;278136;4141648,95;279964;4145902,69;1828;4253,74
293340 Wagner;7213;-;7213;-;0;0
293345 Wanderley;465;3363,75;808;5121;343;1757,25
293350 Wenceslau Guimarães;8729;57331,2;9576;64332,36;847;7001,16
293360 Xique-Xique;15671;103369,93;24984;158251,05;9313;54881,12
310010 Abadia dos Dourados;944;4950;944;4950;0;0
310020 Abaeté;1920;-;1920;-;0;0
310030 Abre Campo;166;-;274;-;108;0
310060 Água Boa;200;6000;208;7200;8;1200
310090 Águas Formosas;10954;68961,11;12028;82010,89;1074;13049,78
310100 Águas Vermelhas;5710;19486,54;5710;19486,54;0;0
310110 Aimorés;204;-;204;-;0;0
310130 Alagoa;1298;-;1298;-;0;0
310140 Albertina;2875;-;2875;-;0;0
310160 Alfenas;235555;2695083,86;236172;2699895,16;617;4811,3
310180 Alpercata;3651;-;3651;-;0;0
310190 Alpinópolis;293;306,3;883;1376,3;590;1070
315350 Alto Jequitibá;594;3000;594;3000;0;0
310210 Alto Rio Doce;3;-;3;-;0;0
310220 Alvarenga;2;-;2;-;0;0
310230 Alvinópolis;21911;-;21911;-;0;0
310240 Alvorada de Minas;387;-;387;-;0;0
310250 Amparo do Serra;7333;2550;7333;2550;0;0
310285 Angelândia;68;7500;68;7500;0;0
310290 Antônio Carlos;6093;23583,7;6093;23583,7;0;0
310300 Antônio Dias;4;-;4;-;0;0
310320 Araçaí;1535;-;1535;-;0;0
310350 Araguari;102153;682996,29;102373;684963,34;220;1967,05
310360 Arantina;1416;-;1416;-;0;0
310370 Araponga;11303;-;11303;-;0;0
310375 Araporã;4514;-;4514;-;0;0
310390 Araújos;6381;-;6381;-;0;0
310440 Argirita;627;-;627;-;0;0
310450 Arinos;22777;41011,53;23593;45161,38;816;4149,85
310460 Astolfo Dutra;811;-;811;-;0;0
310470 Ataléia;11;-;11;-;0;0
310480 Augusto de Lima;125;-;125;-;0;0
310490 Baependi;1205;-;1205;-;0;0
310510 Bambuí;24948;-;24948;-;0;0
310520 Bandeira;3281;-;3281;-;0;0
310560 Barbacena;96225;1444864,39;96721;1450729,74;496;5865,35
310590 Barroso;20290;-;20290;-;0;0
310600 Bela Vista de Minas;7897;13065,7;7897;13065,7;0;0
310610 Belmiro Braga;4;-;4;-;0;0
310620 Belo Horizonte;2625640;33442232,9;2628354;33498262,83;2714;56029,93
310665 Berizal;1148;3499,72;1166;3546,74;18;47,02
310660 Bertópolis;5;-;5;-;0;0
310670 Betim;464167;2923445,17;465049;2934908,43;882;11463,26
310690 Bicas;2408;-;2408;-;0;0
310700 Biquinhas;2848;-;2848;-;0;0
310710 Boa Esperança;50662;96964,01;55939;141891,71;5277;44927,7
310730 Bocaiúva;310;-;659;-;349;0
310740 Bom Despacho;31589;576262,01;32962;585551,08;1373;9289,07
310750 Bom Jardim de Minas;3024;-;3024;-;0;0
310800 Bom Sucesso;7720;-;7720;-;0;0
310820 Bonfinópolis de Minas;1405;-;1405;-;0;0
310855 Brasilândia de Minas;3895;-;3895;-;0;0
310860 Brasília de Minas;51020;755906,5;63542;840555,72;12522;84649,22
310890 Brazópolis;4707;-;4707;-;0;0
310900 Brumadinho;38902;167249,31;38902;167249,31;0;0
310910 Bueno Brandão;1146;-;1146;-;0;0
310925 Bugre;20;3000;20;3000;0;0
310930 Buritis;189927;234588,25;210422;388316,55;20495;153728,3
310940 Buritizeiro;18916;29913,49;19050;31032,95;134;1119,46
310960 Cachoeira da Prata;1517;-;1517;-;0;0
310970 Cachoeira de Minas;10847;-;10847;-;0;0
310270 Cachoeira de Pajeú;771;3750;771;3750;0;0
311030 Caldas;741127;-;741127;-;0;0
311040 Camacho;121;-;121;-;0;0
311050 Camanducaia;14400;-;14597;-;197;0
311060 Cambuí;26457;-;26457;-;0;0
311080 Campanário;66;3000;66;3000;0;0
311090 Campanha;10909;-;10909;-;0;0
311100 Campestre;6149;27997,36;7320;32761,42;1171;4764,06
311110 Campina Verde;15172;-;15172;-;0;0
311120 Campo Belo;35941;662710,73;36269;664060,02;328;1349,29
311140 Campo Florido;314;-;314;-;0;0
311150 Campos Altos;21201;40849,98;21201;40849,98;0;0
311190 Cana Verde;23;3450;23;3450;0;0
311170 Canaã;4228;-;4228;-;0;0
311205 Cantagalo;2825;-;2825;-;0;0
311220 Capela Nova;433;3600;433;3600;0;0
311240 Capetinga;2370;-;2370;-;0;0
311250 Capim Branco;2399;-;2399;-;0;0
311260 Capinópolis;2321;-;2321;-;0;0
311265 Capitão Andrade;19;2550;19;2550;0;0
311270 Capitão Enéas;753;-;766;-;13;0
311280 Capitólio;3629;3005,15;3643;3077,25;14;72,1
311300 Caraí;1664;17134,59;3440;31229,49;1776;14094,9
311310 Caranaíba;3560;-;3560;-;0;0
311320 Carandaí;23360;95366,59;23360;95366,59;0;0
311340 Caratinga;97037;835526,03;97233;851916,75;196;16390,72
311350 Carbonita;29;-;29;-;0;0
311370 Carlos Chagas;4624;16596,49;5122;19355,05;498;2758,56
311380 Carmésia;1935;-;1935;-;0;0
311400 Carmo da Mata;915;7500;915;7500;0;0
311410 Carmo de Minas;11070;49335,23;11165;49654,71;95;319,48
311420 Carmo do Cajuru;9861;-;9861;-;0;0
311430 Carmo do Paranaíba;61165;103884,98;61177;103958,18;12;73,2
311450 Carmópolis de Minas;4708;2100;4708;2100;0;0
311455 Carneirinho;8692;13;8692;13;0;0
311480 Carvalhos;2;-;2;-;0;0
311500 Cascalho Rico;28;3600;28;3600;0;0
311510 Cássia;24758;4618,7;24799;5728,7;41;1110
311530 Cataguases;69469;534067,77;76931;581078,37;7462;47010,6
311535 Catas Altas;32;-;32;-;0;0
311547 Catuti;236;4200;236;4200;0;0
311550 Caxambu;5300;-;5300;-;0;0
311560 Cedro do Abaeté;455;3000;455;3000;0;0
311570 Central de Minas;11;-;11;-;0;0
311580 Centralina;4;600;4;600;0;0
311600 Chalé;361;-;361;-;0;0
311615 Chapada Gaúcha;2793;12303,24;2793;12303,24;0;0
311620 Chiador;74;80,01;74;80,01;0;0
311630 Cipotânea;514;3000;514;3000;0;0
311640 Claraval;6683;-;6683;-;0;0
311680 Coluna;8947;-;8947;-;0;0
311700 Comercinho;1507;-;1507;-;0;0
311710 Conceição da Aparecida;7603;-;7603;-;0;0
311520 Conceição da Barra de Minas;11;-;11;-;0;0
311730 Conceição das Alagoas;39990;89735,73;40409;95294,99;419;5559,26
311750 Conceição do Mato Dentro;1845;-;1845;-;0;0
311780 Conceição dos Ouros;6933;-;6933;-;0;0
311800 Congonhas;97527;434882,15;97700;434929,51;173;47,36
311820 Conquista;669;-;669;-;0;0
311830 Conselheiro Lafaiete;124429;1226485,64;125045;1252798,7;616;26313,06
311860 Contagem;684829;5006740,91;684829;5006740,91;0;0
311870 Coqueiral;11037;-;11037;-;0;0
311880 Coração de Jesus;11468;38363,98;16661;79341,5;5193;40977,52
311890 Cordisburgo;2070;-;2070;-;0;0
311900 Cordislândia;863;-;863;-;0;0
311910 Corinto;8998;-;8998;-;0;0
311920 Coroaci;49;-;49;-;0;0
311930 Coromandel;179989;136604,75;184256;163465,91;4267;26861,16
311940 Coronel Fabriciano;35203;193948,48;35203;193948,48;0;0
311970 Coronel Xavier Chaves;4555;-;4555;-;0;0
311995 Córrego Fundo;1275;-;1275;-;0;0
312000 Córrego Novo;979;-;979;-;0;0
312020 Cristais;4461;3150;4461;3150;0;0
312050 Cristina;28;-;28;-;0;0
312060 Crucilândia;1548;-;1548;-;0;0
312070 Cruzeiro da Fortaleza;2202;-;2202;-;0;0
312080 Cruzília;5719;48517,41;5722;48562,41;3;45
312090 Curvelo;44093;683867,11;44093;683867,11;0;0
312100 Datas;4992;-;4992;-;0;0
312110 Delfim Moreira;3171;-;3171;-;0;0
312120 Delfinópolis;1764;-;1764;-;0;0
312150 Desterro do Melo;70;-;70;-;0;0
312160 Diamantina;58945;734687,34;60320;751362,51;1375;16675,17
312190 Divinésia;1732;-;1732;-;0;0
312200 Divino;19407;46,91;19464;46,91;57;0
312210 Divino das Laranjeiras;6;-;6;-;0;0
312220 Divinolândia de Minas;803;4485,7;803;4485,7;0;0
312230 Divinópolis;179799;2666580,52;179799;2666580,52;0;0
312235 Divisa Alegre;3714;-;3714;-;0;0
312240 Divisa Nova;76;-;76;-;0;0
312245 Divisópolis;109;3456,67;109;3456,67;0;0
312260 Dom Joaquim;77;-;77;-;0;0
312270 Dom Silvério;6218;-;6218;-;0;0
312280 Dom Viçoso;2062;-;2062;-;0;0
312310 Dores de Guanhães;1084;-;1084;-;0;0
312320 Dores do Indaiá;7016;-;7016;-;0;0
312340 Doresópolis;196;-;196;-;0;0
312370 Engenheiro Caldas;29;-;29;-;0;0
312380 Engenheiro Navarro;1505;-;1505;-;0;0
312385 Entre Folhas;2164;-;2164;-;0;0
312390 Entre Rios de Minas;9439;-;9439;-;0;0
312430 Espinosa;7784;50587,37;7784;50587,37;0;0
312470 Estrela do Indaiá;5457;-;5457;-;0;0
312490 Eugenópolis;8667;-;8667;-;0;0
312500 Ewbank da Câmara;5;-;5;-;0;0
312510 Extrema;19733;-;19733;-;0;0
312560 Felisburgo;42;3000;42;3000;0;0
312570 Felixlândia;3605;1397,77;3605;1397,77;0;0
312580 Fernandes Tourinho;5254;-;5254;-;0;0
312595 Fervedouro;3609;152,91;3656;3631,34;47;3478,43
312600 Florestal;3473;-;3473;-;0;0
312610 Formiga;26130;-;26130;-;0;0
312630 Fortaleza de Minas;36;-;36;-;0;0
312640 Fortuna de Minas;469;3000;469;3000;0;0
312680 Frei Gaspar;43;3900;43;3900;0;0
312695 Frei Lagonegro;5643;-;5643;-;0;0
312705 Fronteira dos Vales;1032;3000;1032;3000;0;0
312710 Frutal;94278;411432,56;94424;412534,61;146;1102,05
312733 Gameleiras;208;-;208;-;0;0
312735 Glaucilândia;4;-;4;-;0;0
312737 Goiabeira;59;2850;59;2850;0;0
312738 Goianá;1641;-;1641;-;0;0
312750 Gonzaga;1095;-;1095;-;0;0
312760 Gouveia;1323;-;1323;-;0;0
312770 Governador Valadares;301572;4208337,93;303585;4234627,68;2013;26289,75
312790 Grupiara;2779;-;2779;-;0;0
312800 Guanhães;22254;115741,33;22254;115741,33;0;0
312830 Guaranésia;28899;-;28899;-;0;0
312850 Guarará;3944;-;3944;-;0;0
312860 Guarda-Mor;2693;-;2693;-;0;0
312870 Guaxupé;7978;-;7978;-;0;0
312880 Guidoval;1854;3450;1854;3450;0;0
312930 Iapu;47;3000;47;3000;0;0
312940 Ibertioga;10738;27429,13;10766;27478,13;28;49
312950 Ibiá;10966;64527,88;11992;75813,84;1026;11285,96
312960 Ibiaí;4900;4200;4900;4200;0;0
312990 Ibitiúra de Minas;1173;-;1173;-;0;0
313010 Igarapé;19605;-;19605;-;0;0
313020 Igaratinga;121;-;121;-;0;0
313050 Ilicínea;253;-;253;-;0;0
313055 Imbé de Minas;33;3000;33;3000;0;0
313060 Inconfidentes;4598;-;4598;-;0;0
313065 Indaiabira;111;5400;111;5400;0;0
313070 Indianópolis;2;-;2;-;0;0
313080 Ingaí;502;-;502;-;0;0
313100 Inhaúma;1770;3000;1770;3000;0;0
313130 Ipatinga;288819;3720451,84;289053;3727379,64;234;6927,8
313150 Ipuiúna;1106;6409,64;1543;7919,19;437;1509,55
313170 Itabira;72288;907240,44;72760;913866,2;472;6625,76
313180 Itabirinha;92;-;94;-;2;0
313190 Itabirito;41013;17535,15;41104;18231,22;91;696,07
313210 Itacarambi;21668;79331;22996;93006,96;1328;13675,96
313220 Itaguara;6334;1952,27;6339;1952,27;5;0
313240 Itajubá;65625;754139,95;70085;804202,52;4460;50062,57
313250 Itamarandiba;745;2850;745;2850;0;0
313260 Itamarati de Minas;1995;-;1995;-;0;0
313270 Itambacuri;17493;103210,39;25017;128415,41;7524;25205,02
313280 Itambé do Mato Dentro;24;-;24;-;0;0
313290 Itamogi;1588;5185,4;1621;9629,56;33;4444,16
313300 Itamonte;12427;-;12427;-;0;0
313310 Itanhandu;12111;444942,89;12250;447399,02;139;2456,13
313320 Itanhomi;15;-;15;-;0;0
313340 Itapagipe;17853;20585,14;17853;20585,14;0;0
313360 Itapeva;3093;-;3093;-;0;0
313370 Itatiaiuçu;15582;-;15582;-;0;0
313375 Itaú de Minas;14998;3097,53;15003;3106,28;5;8,75
313380 Itaúna;83659;604052,77;83674;604172,27;15;119,5
313390 Itaverava;1;-;1;-;0;0
313400 Itinga;15243;-;15243;-;0;0
313420 Ituiutaba;136376;726592,14;136450;726930,97;74;338,83
313430 Itumirim;28;-;28;-;0;0
313440 Iturama;31256;108804,97;33405;110091,08;2149;1286,11
313460 Jaboticatubas;11092;8633,04;11408;9954,98;316;1321,94
313470 Jacinto;491;4165,4;503;4189,4;12;24
313500 Jaguaraçu;36;3150;83;3300;47;150
313510 Janaúba;52193;978581,15;52610;985097,12;417;6515,97
313530 Japaraíba;80;-;80;-;0;0
313535 Japonvar;215;-;215;-;0;0
313545 Jenipapo de Minas;25;-;25;-;0;0
313550 Jequeri;10833;3000;10833;3000;0;0
313560 Jequitaí;2742;4950;2742;4950;0;0
313570 Jequitibá;6116;-;6116;-;0;0
313580 Jequitinhonha;14956;110841,78;14991;111483,96;35;642,18
313590 Jesuânia;141;-;141;-;0;0
313620 João Monlevade;115844;812370,59;115856;812476,09;12;105,5
313640 Joaquim Felício;83;-;83;-;0;0
313652 José Gonçalves de Minas;3005;3178,05;3005;3178,05;0;0
313655 José Raydan;2;-;2;-;0;0
313665 Juatuba;27481;-;27481;-;0;0
313670 Juiz de Fora;558362;7064868,2;611525;7286923,76;53163;222055,56
313680 Juramento;6;-;6;-;0;0
313695 Juvenília;66;3300;66;3300;0;0
313700 Ladainha;28;3300;28;3300;0;0
313710 Lagamar;4205;-;4205;-;0;0
313720 Lagoa da Prata;2247;3600;2257;3600;10;0
313730 Lagoa dos Patos;3920;-;3920;-;0;0
313750 Lagoa Formosa;15625;43902,25;15625;43902,25;0;0
313770 Lajinha;24955;-;24955;-;0;0
313780 Lambari;12668;-;12668;-;0;0
313810 Lassance;3681;3120,85;4378;5589,38;697;2468,53
313820 Lavras;108430;992656,71;108430;992656,71;0;0
313840 Leopoldina;22562;-;22562;-;0;0
313868 Luislândia;334;-;334;-;0;0
313880 Luz;22052;-;22052;-;0;0
313890 Machacalis;2884;3784,09;3206;4184,44;322;400,35
313925 Mamonas;1974;11059,73;1974;11059,73;0;0
313940 Manhuaçu;336155;1122057,21;336733;1128259,1;578;6201,89
313950 Manhumirim;3815;750;3955;750;140;0
313970 Maravilhas;2164;-;2164;-;0;0
313990 Maria da Fé;3747;-;3747;-;0;0
314000 Mariana;30491;-;30499;-;8;0
314010 Marilac;3672;-;3672;-;0;0
314015 Mário Campos;12576;-;12576;-;0;0
314030 Marliéria;19;-;19;-;0;0
314055 Mata Verde;88;286;88;286;0;0
314070 Mateus Leme;85226;-;85226;-;0;0
317150 Mathias Lobato;111;3731,25;111;3731,25;0;0
314080 Matias Barbosa;5647;-;5782;-;135;0
314085 Matias Cardoso;8455;3300;8455;3300;0;0
314090 Matipó;144;-;200;-;56;0
314120 Matutina;3301;-;3301;-;0;0
314140 Medina;4068;-;4068;-;0;0
314180 Minas Novas;7898;48,55;7934;48,55;36;0
314190 Minduri;1500;-;1500;-;0;0
314200 Mirabela;583;1040;583;1040;0;0
314210 Miradouro;7172;-;7172;-;0;0
314220 Miraí;7063;-;7063;-;0;0
314225 Miravânia;37;-;37;-;0;0
314240 Moema;11408;-;11408;-;0;0
314270 Montalvânia;25;-;25;-;0;0
314280 Monte Alegre de Minas;8189;-;8189;-;0;0
314290 Monte Azul;18652;82386,87;20749;98264,15;2097;15877,28
314315 Monte Formoso;10842;-;10842;-;0;0
314330 Montes Claros;83772;830535,04;86072;852965,04;2300;22430
314350 Morada Nova de Minas;1172;-;1172;-;0;0
314390 Muriaé;4366;-;4366;-;0;0
314400 Mutum;23695;6450;23738;6900;43;450
314410 Muzambinho;4104;-;4104;-;0;0
314430 Nanuque;7298;7714,12;7553;8678,91;255;964,79
314435 Naque;4782;2250;4782;2250;0;0
314437 Natalândia;46;-;46;-;0;0
314450 Nazareno;6523;-;6523;-;0;0
314460 Nepomuceno;5324;-;5324;-;0;0
314490 Nova Módica;18;2700;18;2700;0;0
314500 Nova Ponte;9449;-;9449;-;0;0
314505 Nova Porteirinha;6;-;6;-;0;0
314510 Nova Resende;4569;-;5192;-;623;0
314520 Nova Serrana;1615;3282,93;1617;3282,93;2;0
313660 Nova União;9015;-;9015;-;0;0
314535 Novo Oriente de Minas;20;3000;20;3000;0;0
314545 Olhos-d'Água;7;-;7;-;0;0
314550 Olímpio Noronha;18;-;18;-;0;0
314560 Oliveira;8557;3600;10499;3600;1942;0
314585 Oratórios;4634;-;4634;-;0;0
314600 Ouro Fino;23851;165;23851;165;0;0
314610 Ouro Preto;62046;294106,97;65017;314962,97;2971;20856
314625 Padre Carvalho;7;-;7;-;0;0
314630 Padre Paraíso;3694;23313,35;4695;27054,11;1001;3740,76
314640 Paineiras;3414;-;3414;-;0;0
314650 Pains;2191;-;2191;-;0;0
314670 Palma;12189;-;12189;-;0;0
314675 Palmópolis;22;3300;22;3300;0;0
314710 Pará de Minas;86618;629395,88;87237;640272,31;619;10876,43
314700 Paracatu;30987;264880,29;41766;299064,17;10779;34183,88
314720 Paraguaçu;34006;80126,58;39701;112185,76;5695;32059,18
314730 Paraisópolis;13535;-;13535;-;0;0
314740 Paraopeba;18262;-;18262;-;0;0
314760 Passa Quatro;538;-;538;-;0;0
314790 Passos;108098;-;108282;-;184;0
314800 Patos de Minas;112906;1650057,78;115449;1677936,59;2543;27878,81
